,group1,group2,meandiff,p-adj,lower,upper,reject
962,Prince Rupert,Revelstoke,4.2011,0.0264,0.1764,8.2259,True
963,Prince Rupert,Salt Spring Island,11.7753,0.0,7.7506,15.8,True
964,Prince Rupert,Shuswap,-0.9514,1.0,-4.9761,3.0734,False
965,Prince Rupert,Skeena,10.0966,0.0,6.0718,14.1213,True
966,Prince Rupert,Smithers,26.9715,0.0,22.9468,30.9963,True
967,Prince Rupert,South Okanagan Similkameen,-2.9667,0.664,-6.9914,1.0581,False
968,Prince Rupert,Squamish,4.0877,0.04,0.063,8.1124,True
969,Prince Rupert,Sunshine Coast,10.8551,0.0,6.8304,14.8798,True
970,Prince Rupert,Terrace,8.2333,0.0,4.2086,12.258,True
971,Prince Rupert,Vernon,0.7824,1.0,-3.2424,4.8071,False
972,Prince Rupert,Victoria,-0.2811,1.0,-4.3058,3.7436,False
973,Prince Rupert,West Kootenay,8.3149,0.0,4.2901,12.3396,True
974,Prince Rupert,Whistler,1.8045,0.9999,-2.2202,5.8293,False
975,Prince Rupert,Williams Lake,4.2732,0.02,0.2485,8.2979,True
976,Quesnel,Revelstoke,-3.5283,0.2259,-7.553,0.4964,False
977,Quesnel,Salt Spring Island,4.0458,0.0464,0.0211,8.0706,True
978,Quesnel,Shuswap,-8.6808,0.0,-12.7055,-4.6561,True
979,Quesnel,Skeena,2.3671,0.9745,-1.6576,6.3918,False
980,Quesnel,Smithers,19.2421,0.0,15.2174,23.2668,True
981,Quesnel,South Okanagan Similkameen,-10.6961,0.0,-14.7208,-6.6714,True
982,Quesnel,Squamish,-3.6418,0.1668,-7.6665,0.383,False
983,Quesnel,Sunshine Coast,3.1256,0.5275,-0.8991,7.1504,False
984,Quesnel,Terrace,0.5038,1.0,-3.5209,4.5286,False
985,Quesnel,Vernon,-6.9471,0.0,-10.9718,-2.9223,True
986,Quesnel,Victoria,-8.0105,0.0,-12.0353,-3.9858,True
987,Quesnel,West Kootenay,0.5854,1.0,-3.4393,4.6101,False
988,Quesnel,Whistler,-5.9249,0.0,-9.9496,-1.9002,True
989,Quesnel,Williams Lake,-3.4563,0.27,-7.481,0.5685,False
990,Revelstoke,Salt Spring Island,7.5741,0.0,3.5494,11.5989,True
991,Revelstoke,Shuswap,-5.1525,0.0004,-9.1772,-1.1278,True
992,Revelstoke,Skeena,5.8954,0.0,1.8707,9.9202,True
993,Revelstoke,Smithers,22.7704,0.0,18.7457,26.7951,True
994,Revelstoke,South Okanagan Similkameen,-7.1678,0.0,-11.1925,-3.1431,True
995,Revelstoke,Squamish,-0.1134,1.0,-4.1382,3.9113,False
996,Revelstoke,Sunshine Coast,6.654,0.0,2.6292,10.6787,True
997,Revelstoke,Terrace,4.0322,0.0487,0.0074,8.0569,True
998,Revelstoke,Vernon,-3.4188,0.295,-7.4435,0.606,False
999,Revelstoke,Victoria,-4.4822,0.0086,-8.507,-0.4575,True
1000,Revelstoke,West Kootenay,4.1137,0.0364,0.089,8.1384,True
1001,Revelstoke,Whistler,-2.3966,0.9691,-6.4213,1.6281,False
1002,Revelstoke,Williams Lake,0.0721,1.0,-3.9527,4.0968,False
1003,Salt Spring Island,Shuswap,-12.7267,0.0,-16.7514,-8.7019,True
1004,Salt Spring Island,Skeena,-1.6787,1.0,-5.7034,2.346,False
1005,Salt Spring Island,Smithers,15.1963,0.0,11.1715,19.221,True
1006,Salt Spring Island,South Okanagan Similkameen,-14.7419,0.0,-18.7667,-10.7172,True
1007,Salt Spring Island,Squamish,-7.6876,0.0,-11.7123,-3.6629,True
1008,Salt Spring Island,Sunshine Coast,-0.9202,1.0,-4.9449,3.1045,False
1009,Salt Spring Island,Terrace,-3.542,0.2181,-7.5667,0.4827,False
1010,Salt Spring Island,Vernon,-10.9929,0.0,-15.0176,-6.9682,True
1011,Salt Spring Island,Victoria,-12.0564,0.0,-16.0811,-8.0316,True
1012,Salt Spring Island,West Kootenay,-3.4604,0.2673,-7.4852,0.5643,False
1013,Salt Spring Island,Whistler,-9.9707,0.0,-13.9955,-5.946,True
1014,Salt Spring Island,Williams Lake,-7.5021,0.0,-11.5268,-3.4774,True
1015,Shuswap,Skeena,11.0479,0.0,7.0232,15.0727,True
1016,Shuswap,Smithers,27.9229,0.0,23.8982,31.9476,True
1017,Shuswap,South Okanagan Similkameen,-2.0153,0.9987,-6.04,2.0094,False
1018,Shuswap,Squamish,5.0391,0.0007,1.0143,9.0638,True
1019,Shuswap,Sunshine Coast,11.8065,0.0,7.7817,15.8312,True
1020,Shuswap,Terrace,9.1847,0.0,5.1599,13.2094,True
1021,Shuswap,Vernon,1.7337,1.0,-2.291,5.7585,False
1022,Shuswap,Victoria,0.6703,1.0,-3.3544,4.695,False
1023,Shuswap,West Kootenay,9.2662,0.0,5.2415,13.291,True
1024,Shuswap,Whistler,2.7559,0.8222,-1.2688,6.7806,False
1025,Shuswap,Williams Lake,5.2246,0.0003,1.1998,9.2493,True
1026,Skeena,Smithers,16.875,0.0,12.8503,20.8997,True
1027,Skeena,South Okanagan Similkameen,-13.0632,0.0,-17.0879,-9.0385,True
1028,Skeena,Squamish,-6.0089,0.0,-10.0336,-1.9841,True
1029,Skeena,Sunshine Coast,0.7585,1.0,-3.2662,4.7833,False
1030,Skeena,Terrace,-1.8633,0.9998,-5.888,2.1615,False
1031,Skeena,Vernon,-9.3142,0.0,-13.3389,-5.2895,True
1032,Skeena,Victoria,-10.3777,0.0,-14.4024,-6.3529,True
1033,Skeena,West Kootenay,-1.7817,0.9999,-5.8064,2.243,False
1034,Skeena,Whistler,-8.292,0.0,-12.3167,-4.2673,True
1035,Skeena,Williams Lake,-5.8234,0.0,-9.8481,-1.7986,True
1036,Smithers,South Okanagan Similkameen,-29.9382,0.0,-33.9629,-25.9135,True
1037,Smithers,Squamish,-22.8838,0.0,-26.9086,-18.8591,True
1038,Smithers,Sunshine Coast,-16.1165,0.0,-20.1412,-12.0917,True
1039,Smithers,Terrace,-18.7383,0.0,-22.763,-14.7135,True
1040,Smithers,Vernon,-26.1892,0.0,-30.2139,-22.1644,True
1041,Smithers,Victoria,-27.2526,0.0,-31.2774,-23.2279,True
1042,Smithers,West Kootenay,-18.6567,0.0,-22.6814,-14.632,True
1043,Smithers,Whistler,-25.167,0.0,-29.1917,-21.1423,True
1044,Smithers,Williams Lake,-22.6983,0.0,-26.7231,-18.6736,True
1045,South Okanagan Similkameen,Squamish,7.0543,0.0,3.0296,11.0791,True
1046,South Okanagan Similkameen,Sunshine Coast,13.8217,0.0,9.797,17.8465,True
1047,South Okanagan Similkameen,Terrace,11.1999,0.0,7.1752,15.2247,True
1048,South Okanagan Similkameen,Vernon,3.749,0.1223,-0.2757,7.7738,False
1049,South Okanagan Similkameen,Victoria,2.6856,0.8642,-1.3392,6.7103,False
1050,South Okanagan Similkameen,West Kootenay,11.2815,0.0,7.2568,15.3062,True
1051,South Okanagan Similkameen,Whistler,4.7712,0.0025,0.7465,8.7959,True
1052,South Okanagan Similkameen,Williams Lake,7.2398,0.0,3.2151,11.2646,True
1053,Squamish,Sunshine Coast,6.7674,0.0,2.7427,10.7921,True
1054,Squamish,Terrace,4.1456,0.0324,0.1209,8.1703,True
1055,Squamish,Vernon,-3.3053,0.3782,-7.33,0.7194,False
1056,Squamish,Victoria,-4.3688,0.0137,-8.3935,-0.3441,True
1057,Squamish,West Kootenay,4.2272,0.0239,0.2024,8.2519,True
1058,Squamish,Whistler,-2.2832,0.9859,-6.3079,1.7416,False
1059,Squamish,Williams Lake,0.1855,1.0,-3.8392,4.2102,False
1060,Sunshine Coast,Terrace,-2.6218,0.8965,-6.6465,1.4029,False
1061,Sunshine Coast,Vernon,-10.0727,0.0,-14.0974,-6.048,True
1062,Sunshine Coast,Victoria,-11.1362,0.0,-15.1609,-7.1115,True
1063,Sunshine Coast,West Kootenay,-2.5402,0.93,-6.565,1.4845,False
1064,Sunshine Coast,Whistler,-9.0505,0.0,-13.0753,-5.0258,True
1065,Sunshine Coast,Williams Lake,-6.5819,0.0,-10.6066,-2.5572,True
1066,Terrace,Vernon,-7.4509,0.0,-11.4756,-3.4262,True
1067,Terrace,Victoria,-8.5144,0.0,-12.5391,-4.4897,True
1068,Terrace,West Kootenay,0.0816,1.0,-3.9432,4.1063,False
1069,Terrace,Whistler,-6.4288,0.0,-10.4535,-2.404,True
1070,Terrace,Williams Lake,-3.9601,0.0624,-7.9848,0.0646,False
1071,Vernon,Victoria,-1.0635,1.0,-5.0882,2.9613,False
1072,Vernon,West Kootenay,7.5325,0.0,3.5077,11.5572,True
1073,Vernon,Whistler,1.0222,1.0,-3.0026,5.0469,False
1074,Vernon,Williams Lake,3.4908,0.2482,-0.5339,7.5155,False
1075,Victoria,West Kootenay,8.5959,0.0,4.5712,12.6207,True
1076,Victoria,Whistler,2.0856,0.9974,-1.9391,6.1104,False
1077,Victoria,Williams Lake,4.5543,0.0064,0.5296,8.579,True
1078,West Kootenay,Whistler,-6.5103,0.0,-10.535,-2.4856,True
1079,West Kootenay,Williams Lake,-4.0417,0.0471,-8.0664,-0.0169,True
1080,Whistler,Williams Lake,2.4687,0.9524,-1.5561,6.4934,False
