,group1,group2,meandiff,p-adj,lower,upper,reject
934,Powell River,Skeena,-0.0781,1.0,-7.302,7.1457,False
935,Powell River,Smithers,0.7757,1.0,-6.4481,7.9995,False
936,Powell River,South Okanagan Similkameen,-10.1218,0.0,-17.3456,-2.8979,True
937,Powell River,Squamish,-8.4775,0.003,-15.7013,-1.2536,True
938,Powell River,Sunshine Coast,3.2919,0.9999,-3.932,10.5157,False
939,Powell River,Terrace,-4.8317,0.8606,-12.0556,2.3921,False
940,Powell River,Vernon,-10.6746,0.0,-17.8984,-3.4508,True
941,Powell River,Victoria,-5.7465,0.4626,-12.9703,1.4773,False
942,Powell River,West Kootenay,-2.0795,1.0,-9.3033,5.1443,False
943,Powell River,Whistler,-12.3851,0.0,-19.6089,-5.1613,True
944,Powell River,Williams Lake,-7.6693,0.0201,-14.8931,-0.4455,True
945,Prince George,Prince Rupert,-6.7177,0.1246,-13.9415,0.5061,False
946,Prince George,Quesnel,6.0586,0.3254,-1.1653,13.2824,False
947,Prince George,Revelstoke,1.211,1.0,-6.0128,8.4348,False
948,Prince George,Salt Spring Island,-0.6966,1.0,-7.9204,6.5272,False
949,Prince George,Shuswap,-5.805,0.4354,-13.0289,1.4188,False
950,Prince George,Skeena,6.5084,0.1742,-0.7154,13.7323,False
951,Prince George,Smithers,7.3623,0.038,0.1385,14.5861,True
952,Prince George,South Okanagan Similkameen,-3.5352,0.9992,-10.759,3.6886,False
953,Prince George,Squamish,-1.8909,1.0,-9.1147,5.333,False
954,Prince George,Sunshine Coast,9.8784,0.0001,2.6546,17.1023,True
955,Prince George,Terrace,1.7549,1.0,-5.469,8.9787,False
956,Prince George,Vernon,-4.088,0.9864,-11.3118,3.1358,False
957,Prince George,Victoria,0.8401,1.0,-6.3837,8.0639,False
958,Prince George,West Kootenay,4.5071,0.9399,-2.7167,11.7309,False
959,Prince George,Whistler,-5.7985,0.4384,-13.0224,1.4253,False
960,Prince George,Williams Lake,-1.0827,1.0,-8.3066,6.1411,False
961,Prince Rupert,Quesnel,12.7763,0.0,5.5524,20.0001,True
962,Prince Rupert,Revelstoke,7.9287,0.0113,0.7048,15.1525,True
963,Prince Rupert,Salt Spring Island,6.0211,0.3407,-1.2027,13.2449,False
964,Prince Rupert,Shuswap,0.9126,1.0,-6.3112,8.1365,False
965,Prince Rupert,Skeena,13.2261,0.0,6.0023,20.45,True
966,Prince Rupert,Smithers,14.08,0.0,6.8562,21.3038,True
967,Prince Rupert,South Okanagan Similkameen,3.1825,0.9999,-4.0413,10.4063,False
968,Prince Rupert,Squamish,4.8268,0.8621,-2.397,12.0507,False
969,Prince Rupert,Sunshine Coast,16.5961,0.0,9.3723,23.82,True
970,Prince Rupert,Terrace,8.4725,0.0031,1.2487,15.6964,True
971,Prince Rupert,Vernon,2.6297,1.0,-4.5941,9.8535,False
972,Prince Rupert,Victoria,7.5578,0.0254,0.334,14.7816,True
973,Prince Rupert,West Kootenay,11.2248,0.0,4.0009,18.4486,True
974,Prince Rupert,Whistler,0.9192,1.0,-6.3047,8.143,False
975,Prince Rupert,Williams Lake,5.635,0.5156,-1.5889,12.8588,False
976,Quesnel,Revelstoke,-4.8476,0.8556,-12.0714,2.3762,False
977,Quesnel,Salt Spring Island,-6.7552,0.1171,-13.979,0.4686,False
978,Quesnel,Shuswap,-11.8636,0.0,-19.0874,-4.6398,True
979,Quesnel,Skeena,0.4499,1.0,-6.7739,7.6737,False
980,Quesnel,Smithers,1.3037,1.0,-5.9201,8.5275,False
981,Quesnel,South Okanagan Similkameen,-9.5937,0.0001,-16.8176,-2.3699,True
982,Quesnel,Squamish,-7.9494,0.0108,-15.1732,-0.7256,True
983,Quesnel,Sunshine Coast,3.8199,0.9961,-3.4039,11.0437,False
984,Quesnel,Terrace,-4.3037,0.9689,-11.5275,2.9201,False
985,Quesnel,Vernon,-10.1466,0.0,-17.3704,-2.9227,True
986,Quesnel,Victoria,-5.2185,0.7124,-12.4423,2.0053,False
987,Quesnel,West Kootenay,-1.5515,1.0,-8.7753,5.6723,False
988,Quesnel,Whistler,-11.8571,0.0,-19.0809,-4.6333,True
989,Quesnel,Williams Lake,-7.1413,0.0586,-14.3651,0.0825,False
990,Revelstoke,Salt Spring Island,-1.9076,1.0,-9.1314,5.3162,False
991,Revelstoke,Shuswap,-7.016,0.074,-14.2398,0.2078,False
992,Revelstoke,Skeena,5.2975,0.6766,-1.9264,12.5213,False
993,Revelstoke,Smithers,6.1513,0.2893,-1.0725,13.3751,False
994,Revelstoke,South Okanagan Similkameen,-4.7462,0.8857,-11.97,2.4777,False
995,Revelstoke,Squamish,-3.1018,1.0,-10.3257,4.122,False
996,Revelstoke,Sunshine Coast,8.6675,0.0019,1.4436,15.8913,True
997,Revelstoke,Terrace,0.5439,1.0,-6.6799,7.7677,False
998,Revelstoke,Vernon,-5.299,0.6759,-12.5228,1.9248,False
999,Revelstoke,Victoria,-0.3709,1.0,-7.5947,6.8529,False
1000,Revelstoke,West Kootenay,3.2961,0.9999,-3.9277,10.5199,False
1001,Revelstoke,Whistler,-7.0095,0.0749,-14.2333,0.2143,False
1002,Revelstoke,Williams Lake,-2.2937,1.0,-9.5175,4.9301,False
1003,Salt Spring Island,Shuswap,-5.1084,0.7596,-12.3322,2.1154,False
1004,Salt Spring Island,Skeena,7.2051,0.0518,-0.0188,14.4289,False
1005,Salt Spring Island,Smithers,8.0589,0.0084,0.8351,15.2827,True
1006,Salt Spring Island,South Okanagan Similkameen,-2.8386,1.0,-10.0624,4.3853,False
1007,Salt Spring Island,Squamish,-1.1942,1.0,-8.4181,6.0296,False
1008,Salt Spring Island,Sunshine Coast,10.5751,0.0,3.3512,17.7989,True
1009,Salt Spring Island,Terrace,2.4515,1.0,-4.7723,9.6753,False
1010,Salt Spring Island,Vernon,-3.3914,0.9997,-10.6152,3.8324,False
1011,Salt Spring Island,Victoria,1.5367,1.0,-5.6871,8.7605,False
1012,Salt Spring Island,West Kootenay,5.2037,0.7189,-2.0201,12.4275,False
1013,Salt Spring Island,Whistler,-5.1019,0.7623,-12.3257,2.1219,False
1014,Salt Spring Island,Williams Lake,-0.3861,1.0,-7.6099,6.8377,False
1015,Shuswap,Skeena,12.3135,0.0,5.0897,19.5373,True
1016,Shuswap,Smithers,13.1673,0.0,5.9435,20.3912,True
1017,Shuswap,South Okanagan Similkameen,2.2699,1.0,-4.954,9.4937,False
1018,Shuswap,Squamish,3.9142,0.9938,-3.3096,11.138,False
1019,Shuswap,Sunshine Coast,15.6835,0.0,8.4597,22.9073,True
1020,Shuswap,Terrace,7.5599,0.0253,0.3361,14.7837,True
1021,Shuswap,Vernon,1.717,1.0,-5.5068,8.9409,False
1022,Shuswap,Victoria,6.6451,0.1404,-0.5787,13.869,False
1023,Shuswap,West Kootenay,10.3121,0.0,3.0883,17.5359,True
1024,Shuswap,Whistler,0.0065,1.0,-7.2173,7.2303,False
1025,Shuswap,Williams Lake,4.7223,0.8922,-2.5015,11.9461,False
1026,Skeena,Smithers,0.8538,1.0,-6.37,8.0777,False
1027,Skeena,South Okanagan Similkameen,-10.0436,0.0,-17.2674,-2.8198,True
1028,Skeena,Squamish,-8.3993,0.0037,-15.6231,-1.1755,True
1029,Skeena,Sunshine Coast,3.37,0.9997,-3.8538,10.5938,False
1030,Skeena,Terrace,-4.7536,0.8837,-11.9774,2.4702,False
1031,Skeena,Vernon,-10.5964,0.0,-17.8203,-3.3726,True
1032,Skeena,Victoria,-5.6684,0.4996,-12.8922,1.5555,False
1033,Skeena,West Kootenay,-2.0014,1.0,-9.2252,5.2225,False
1034,Skeena,Whistler,-12.307,0.0,-19.5308,-5.0832,True
1035,Skeena,Williams Lake,-7.5912,0.0237,-14.815,-0.3673,True
1036,Smithers,South Okanagan Similkameen,-10.8975,0.0,-18.1213,-3.6736,True
1037,Smithers,Squamish,-9.2531,0.0004,-16.477,-2.0293,True
1038,Smithers,Sunshine Coast,2.5162,1.0,-4.7077,9.74,False
1039,Smithers,Terrace,-5.6074,0.5288,-12.8312,1.6164,False
1040,Smithers,Vernon,-11.4503,0.0,-18.6741,-4.2265,True
1041,Smithers,Victoria,-6.5222,0.1705,-13.746,0.7016,False
1042,Smithers,West Kootenay,-2.8552,1.0,-10.079,4.3686,False
1043,Smithers,Whistler,-13.1608,0.0,-20.3846,-5.937,True
1044,Smithers,Williams Lake,-8.445,0.0033,-15.6688,-1.2212,True
1045,South Okanagan Similkameen,Squamish,1.6443,1.0,-5.5795,8.8681,False
1046,South Okanagan Similkameen,Sunshine Coast,13.4136,0.0,6.1898,20.6374,True
1047,South Okanagan Similkameen,Terrace,5.29,0.6801,-1.9338,12.5139,False
1048,South Okanagan Similkameen,Vernon,-0.5528,1.0,-7.7767,6.671,False
1049,South Okanagan Similkameen,Victoria,4.3753,0.9603,-2.8486,11.5991,False
1050,South Okanagan Similkameen,West Kootenay,8.0423,0.0087,0.8184,15.2661,True
1051,South Okanagan Similkameen,Whistler,-2.2634,1.0,-9.4872,4.9605,False
1052,South Okanagan Similkameen,Williams Lake,2.4525,1.0,-4.7714,9.6763,False
1053,Squamish,Sunshine Coast,11.7693,0.0,4.5455,18.9931,True
1054,Squamish,Terrace,3.6457,0.9985,-3.5781,10.8695,False
1055,Squamish,Vernon,-2.1971,1.0,-9.421,5.0267,False
1056,Squamish,Victoria,2.731,1.0,-4.4929,9.9548,False
1057,Squamish,West Kootenay,6.3979,0.2056,-0.8259,13.6218,False
1058,Squamish,Whistler,-3.9077,0.994,-11.1315,3.3162,False
1059,Squamish,Williams Lake,0.8081,1.0,-6.4157,8.032,False
1060,Sunshine Coast,Terrace,-8.1236,0.0072,-15.3474,-0.8998,True
1061,Sunshine Coast,Vernon,-13.9664,0.0,-21.1903,-6.7426,True
1062,Sunshine Coast,Victoria,-9.0384,0.0007,-16.2622,-1.8145,True
1063,Sunshine Coast,West Kootenay,-5.3714,0.6422,-12.5952,1.8525,False
1064,Sunshine Coast,Whistler,-15.677,0.0,-22.9008,-8.4532,True
1065,Sunshine Coast,Williams Lake,-10.9612,0.0,-18.185,-3.7373,True
1066,Terrace,Vernon,-5.8429,0.4181,-13.0667,1.381,False
1067,Terrace,Victoria,-0.9148,1.0,-8.1386,6.3091,False
1068,Terrace,West Kootenay,2.7522,1.0,-4.4716,9.976,False
1069,Terrace,Whistler,-7.5534,0.0257,-14.7772,-0.3296,True
1070,Terrace,Williams Lake,-2.8376,1.0,-10.0614,4.3862,False
1071,Vernon,Victoria,4.9281,0.8287,-2.2957,12.1519,False
1072,Vernon,West Kootenay,8.5951,0.0023,1.3713,15.8189,True
1073,Vernon,Whistler,-1.7105,1.0,-8.9344,5.5133,False
1074,Vernon,Williams Lake,3.0053,1.0,-4.2185,10.2291,False
1075,Victoria,West Kootenay,3.667,0.9983,-3.5568,10.8908,False
1076,Victoria,Whistler,-6.6386,0.1419,-13.8624,0.5852,False
1077,Victoria,Williams Lake,-1.9228,1.0,-9.1466,5.301,False
1078,West Kootenay,Whistler,-10.3056,0.0,-17.5294,-3.0818,True
1079,West Kootenay,Williams Lake,-5.5898,0.5373,-12.8136,1.634,False
1080,Whistler,Williams Lake,4.7158,0.8939,-2.508,11.9396,False
