trip_id,arrival_time,time_diff,minutes_past_midnight,period
13678342, 6:33:51,0.0,393.85,Morning
13678346, 7:35:44,61.88333333333333,455.73333333333335,Morning
13678344, 8:40:35,64.85,520.5833333333334,Morning
13678329, 9:44:35,64.0,584.5833333333334,Morning
13678356,10:15:35,31.0,615.5833333333334,Morning
13678325,10:43:27,27.866666666666667,643.45,Morning
13678352,11:14:27,31.0,674.45,Morning
13678319,11:44:27,30.0,704.45,Midday
13678340,12:16:27,32.0,736.45,Midday
13678351,12:36:27,20.0,756.45,Midday
13678357,12:58:12,21.75,778.2,Midday
13678330,13:18:12,20.0,798.2,Midday
13678349,13:38:12,20.0,818.2,Midday
13678358,13:58:12,20.0,838.2,Midday
13678345,14:22:12,24.0,862.2,Midday
13678354,14:38:12,16.0,878.2,Midday
13678324,14:59:12,21.0,899.2,Midday
13678359,15:19:12,20.0,919.2,Midday
13678353,15:39:12,20.0,939.2,Midday
13678323,15:59:21,20.15,959.35,Late Afternoon
13678331,16:19:21,20.0,979.35,Late Afternoon
13678341,16:39:21,20.0,999.35,Late Afternoon
13678322,16:59:21,20.0,1019.35,Late Afternoon
13678338,17:22:21,23.0,1042.35,Late Afternoon
13678343,17:39:21,17.0,1059.35,Late Afternoon
13678321,17:59:21,20.0,1079.35,Late Afternoon
13678327,18:18:21,19.0,1098.35,Late Afternoon
13678328,18:38:21,20.0,1118.35,Late Afternoon
13678320,18:58:21,20.0,1138.35,Late Afternoon
13678350,19:20:21,22.0,1160.35,Late Afternoon
13678336,19:50:21,30.0,1190.35,Late Afternoon
13678347,20:20:21,30.0,1220.35,Night
13678339,20:46:27,26.1,1246.45,Night
13678333,21:16:27,30.0,1276.45,Night
13678326,21:46:27,30.0,1306.45,Night
13678355,22:16:27,30.0,1336.45,Night
13678337,22:45:27,29.0,1365.45,Night
13678348,23:14:27,29.0,1394.45,Night
13678332,23:44:27,30.0,1424.45,Night
13678334,24:19:27,35.0,19.45,Overnight
13678335,24:59:27,40.0,59.45,Overnight
