trip_id,arrival_time,time_diff,minutes_past_midnight,period
13678214, 6:06:44,0.0,366.73333333333335,Morning
13678244, 6:26:44,20.0,386.73333333333335,Morning
13678245, 6:48:35,21.85,408.5833333333333,Morning
13678216, 7:06:35,18.0,426.5833333333333,Morning
13678228, 7:20:35,14.0,440.5833333333333,Morning
13678230, 7:32:21,11.766666666666667,452.35,Morning
13678225, 7:45:06,12.75,465.1,Morning
13678248, 8:03:06,18.0,483.1,Morning
13678224, 8:18:06,15.0,498.1,Morning
13678206, 8:34:06,16.0,514.1,Morning
13678231, 8:49:06,15.0,529.1,Morning
13678241, 9:05:12,16.1,545.2,Morning
13678195, 9:20:12,15.0,560.2,Morning
13678236, 9:33:12,13.0,573.2,Morning
13678198, 9:49:12,16.0,589.2,Morning
13678204,10:02:12,13.0,602.2,Morning
13678218,10:17:12,15.0,617.2,Morning
13678229,10:31:12,14.0,631.2,Midday
13678193,10:45:12,14.0,645.2,Midday
13678239,10:58:12,13.0,658.2,Midday
13678235,11:13:12,15.0,673.2,Midday
13678213,11:28:12,15.0,688.2,Midday
13678219,11:43:12,15.0,703.2,Midday
13678227,11:58:12,15.0,718.2,Midday
13678250,12:14:57,16.75,734.95,Midday
13678191,12:29:57,15.0,749.95,Midday
13678220,12:39:57,10.0,759.95,Midday
13678207,13:00:57,21.0,780.95,Midday
13678233,13:15:57,15.0,795.95,Midday
13678205,13:30:57,15.0,810.95,Midday
13678221,13:45:57,15.0,825.95,Midday
13678208,14:01:57,16.0,841.95,Midday
13678209,14:17:57,16.0,857.95,Midday
13678190,14:32:57,15.0,872.95,Midday
13678222,14:48:57,16.0,888.95,Late Afternoon
13678211,15:03:57,15.0,903.95,Late Afternoon
13678223,15:15:57,12.0,915.95,Late Afternoon
13678232,15:28:57,13.0,928.95,Late Afternoon
13678243,15:44:57,16.0,944.95,Late Afternoon
13678238,16:00:57,16.0,960.95,Late Afternoon
13678242,16:17:57,17.0,977.95,Late Afternoon
13678251,16:33:57,16.0,993.95,Late Afternoon
13678215,17:07:57,34.0,1027.95,Late Afternoon
13678189,17:21:57,14.0,1041.95,Late Afternoon
13678217,17:36:57,15.0,1056.95,Late Afternoon
13678200,17:51:06,14.15,1071.1,Late Afternoon
13678226,18:06:06,15.0,1086.1,Late Afternoon
13678199,18:21:06,15.0,1101.1,Late Afternoon
13678210,18:34:06,13.0,1114.1,Late Afternoon
13678202,18:48:06,14.0,1128.1,Late Afternoon
13678237,19:03:06,15.0,1143.1,Late Afternoon
13678201,19:20:06,17.0,1160.1,Night
13678194,19:51:06,31.0,1191.1,Night
13678203,20:22:06,31.0,1222.1,Night
13678197,20:51:06,29.0,1251.1,Night
13678240,21:16:06,25.0,1276.1,Night
13678212,21:45:21,29.25,1305.35,Night
13678247,22:15:21,30.0,1335.35,Night
13678192,22:43:21,28.0,1363.35,Night
13678234,23:17:21,34.0,1397.35,Night
13678196,23:49:35,32.233333333333334,1429.5833333333333,Night
13678246,24:18:35,29.0,18.583333333333332,Overnight
13678249,24:56:35,38.0,56.583333333333336,Overnight
