,trip_id,arrival_time,monday,time_diff,period
0,13678472, 6:08:13,1,0.0,Morning
1,13678473, 6:30:13,1,22.0,Morning
2,13678474, 6:45:13,1,15.0,Morning
3,13678551, 6:59:56,1,14.716666666666667,Morning
4,13678514, 7:10:56,1,11.0,Morning
5,13678515, 7:20:56,1,10.0,Morning
6,13678516, 7:29:56,1,9.0,Morning
7,13678552, 7:35:56,1,6.0,Morning
8,13678553, 7:41:56,1,6.0,Morning
9,13678554, 7:47:56,1,6.0,Morning
10,13678555, 7:53:56,1,6.0,Morning
11,13678556, 7:59:56,1,6.0,Morning
12,13678584, 8:05:56,1,6.0,Morning
13,13678557, 8:11:56,1,6.0,Morning
14,13678517, 8:17:56,1,6.0,Morning
15,13678558, 8:23:56,1,6.0,Morning
16,13678518, 8:29:56,1,6.0,Morning
17,13678559, 8:35:56,1,6.0,Morning
18,13678519, 8:41:56,1,6.0,Morning
19,13678585, 8:47:56,1,6.0,Morning
20,13678520, 8:53:56,1,6.0,Morning
21,13678521, 8:59:56,1,6.0,Morning
22,13678522, 9:06:56,1,7.0,Morning
23,13678523, 9:12:56,1,6.0,Morning
24,13678494, 9:18:56,1,6.0,Morning
25,13678524, 9:24:56,1,6.0,Morning
26,13678586, 9:30:56,1,6.0,Morning
27,13678525, 9:35:56,1,5.0,Morning
28,13678526, 9:41:56,1,6.0,Morning
29,13678495, 9:48:56,1,7.0,Morning
30,13678527, 9:54:56,1,6.0,Morning
31,13678496,10:01:56,1,7.0,Morning
32,13678497,10:08:56,1,7.0,Morning
33,13678487,10:15:56,1,7.0,Morning
34,13678488,10:22:56,1,7.0,Morning
35,13678528,10:29:56,1,7.0,Morning
36,13678489,10:38:56,1,9.0,Morning
37,13678529,10:48:56,1,10.0,Morning
38,13678490,10:58:56,1,10.0,Morning
39,13678491,11:08:56,1,10.0,Afternoon
40,13678530,11:18:56,1,10.0,Afternoon
41,13678531,11:28:56,1,10.0,Afternoon
42,13678532,11:38:56,1,10.0,Afternoon
43,13678560,11:48:56,1,10.0,Afternoon
44,13678533,11:58:56,1,10.0,Afternoon
45,13678534,12:08:56,1,10.0,Afternoon
46,13678535,12:18:56,1,10.0,Afternoon
47,13678536,12:29:49,1,10.883333333333333,Afternoon
48,13678537,12:39:49,1,10.0,Afternoon
49,13678538,12:49:49,1,10.0,Afternoon
50,13678539,12:59:49,1,10.0,Afternoon
51,13678540,13:09:49,1,10.0,Afternoon
52,13678541,13:19:49,1,10.0,Afternoon
53,13678542,13:29:49,1,10.0,Afternoon
54,13678543,13:39:49,1,10.0,Afternoon
55,13678544,13:49:49,1,10.0,Afternoon
56,13678545,13:59:49,1,10.0,Afternoon
57,13678492,14:09:49,1,10.0,Afternoon
58,13678546,14:18:56,1,9.116666666666667,Afternoon
59,13678547,14:29:49,1,10.883333333333333,Afternoon
60,13678548,14:39:49,1,10.0,Afternoon
61,13678549,14:49:49,1,10.0,Afternoon
62,13678550,14:59:49,1,10.0,Afternoon
63,13678493,15:09:49,1,10.0,Afternoon
64,13678498,15:18:56,1,9.116666666666667,Afternoon
65,13678499,15:27:56,1,9.0,Afternoon
66,13678500,15:35:56,1,8.0,Afternoon
67,13678561,15:42:56,1,7.0,Afternoon
68,13678501,15:49:56,1,7.0,Afternoon
69,13678562,15:56:56,1,7.0,Afternoon
70,13678502,16:04:56,1,8.0,Evening
71,13678563,16:11:56,1,7.0,Evening
72,13678503,16:19:56,1,8.0,Evening
73,13678504,16:26:56,1,7.0,Evening
74,13678564,16:33:04,1,6.133333333333334,Evening
75,13678565,16:39:04,1,6.0,Evening
76,13678505,16:45:04,1,6.0,Evening
77,13678566,16:51:04,1,6.0,Evening
78,13678506,16:57:04,1,6.0,Evening
79,13678567,17:03:04,1,6.0,Evening
80,13678507,17:09:04,1,6.0,Evening
81,13678508,17:15:04,1,6.0,Evening
82,13678568,17:21:04,1,6.0,Evening
83,13678509,17:27:04,1,6.0,Evening
84,13678569,17:33:04,1,6.0,Evening
85,13678510,17:39:04,1,6.0,Evening
86,13678511,17:46:04,1,7.0,Evening
87,13678570,17:51:04,1,5.0,Evening
88,13678512,17:57:04,1,6.0,Evening
89,13678571,18:03:04,1,6.0,Evening
90,13678573,18:09:04,1,6.0,Evening
91,13678475,18:16:04,1,7.0,Evening
92,13678574,18:22:04,1,6.0,Evening
93,13678476,18:28:04,1,6.0,Evening
94,13678572,18:35:04,1,7.0,Evening
95,13678575,18:45:04,1,10.0,Evening
96,13678477,18:56:04,1,11.0,Evening
97,13678478,19:08:04,1,12.0,Evening
98,13719923,19:20:04,1,12.0,Evening
99,13678576,19:33:04,1,13.0,Evening
100,13678479,19:48:04,1,15.0,Evening
101,13678480,20:02:13,1,14.15,Evening
102,13678577,20:16:13,1,14.0,Evening
103,13678513,20:31:13,1,15.0,Evening
104,13678481,20:46:13,1,15.0,Evening
105,13678578,21:00:13,1,14.0,Night
106,13678482,21:29:13,1,29.0,Night
107,13678579,21:49:13,1,20.0,Night
108,13678483,22:09:13,1,20.0,Night
109,13678580,22:29:13,1,20.0,Night
110,13678484,22:56:13,1,27.0,Night
111,13678581,23:26:13,1,30.0,Night
112,13678485,23:56:13,1,30.0,Night
113,13678582,24:26:13,1,30.0,Night
114,13678486,24:56:13,1,30.0,Night
115,13678583,25:26:13,1,30.0,Night
