,trip_id,arrival_time,monday,time_diff,period
0,13678214, 6:06:44,1,0.0,Morning
1,13678244, 6:26:44,1,20.0,Morning
2,13678245, 6:48:35,1,21.85,Morning
3,13678216, 7:06:35,1,18.0,Morning
4,13678228, 7:20:35,1,14.0,Morning
5,13678230, 7:32:21,1,11.766666666666667,Morning
6,13678225, 7:45:06,1,12.75,Morning
7,13678248, 8:03:06,1,18.0,Morning
8,13678224, 8:18:06,1,15.0,Morning
9,13678206, 8:34:06,1,16.0,Morning
10,13678231, 8:49:06,1,15.0,Morning
11,13678241, 9:05:12,1,16.1,Morning
12,13678195, 9:20:12,1,15.0,Morning
13,13678236, 9:33:12,1,13.0,Morning
14,13678198, 9:49:12,1,16.0,Morning
15,13678204,10:02:12,1,13.0,Morning
16,13678218,10:17:12,1,15.0,Morning
17,13678229,10:31:12,1,14.0,Morning
18,13678193,10:45:12,1,14.0,Morning
19,13678239,10:58:12,1,13.0,Morning
20,13678235,11:13:12,1,15.0,Afternoon
21,13678213,11:28:12,1,15.0,Afternoon
22,13678219,11:43:12,1,15.0,Afternoon
23,13678227,11:58:12,1,15.0,Afternoon
24,13678250,12:14:57,1,16.75,Afternoon
25,13678191,12:29:57,1,15.0,Afternoon
26,13678220,12:39:57,1,10.0,Afternoon
27,13678207,13:00:57,1,21.0,Afternoon
28,13678233,13:15:57,1,15.0,Afternoon
29,13678205,13:30:57,1,15.0,Afternoon
30,13678221,13:45:57,1,15.0,Afternoon
31,13678208,14:01:57,1,16.0,Afternoon
32,13678209,14:17:57,1,16.0,Afternoon
33,13678190,14:32:57,1,15.0,Afternoon
34,13678222,14:48:57,1,16.0,Afternoon
35,13678211,15:03:57,1,15.0,Afternoon
36,13678223,15:15:57,1,12.0,Afternoon
37,13678232,15:28:57,1,13.0,Afternoon
38,13678243,15:44:57,1,16.0,Afternoon
39,13678238,16:00:57,1,16.0,Evening
40,13678242,16:17:57,1,17.0,Evening
41,13678251,16:33:57,1,16.0,Evening
42,13678215,17:07:57,1,34.0,Evening
43,13678189,17:21:57,1,14.0,Evening
44,13678217,17:36:57,1,15.0,Evening
45,13678200,17:51:06,1,14.15,Evening
46,13678226,18:06:06,1,15.0,Evening
47,13678199,18:21:06,1,15.0,Evening
48,13678210,18:34:06,1,13.0,Evening
49,13678202,18:48:06,1,14.0,Evening
50,13678237,19:03:06,1,15.0,Evening
51,13678201,19:20:06,1,17.0,Evening
52,13678194,19:51:06,1,31.0,Evening
53,13678203,20:22:06,1,31.0,Evening
54,13678197,20:51:06,1,29.0,Evening
55,13678240,21:16:06,1,25.0,Night
56,13678212,21:45:21,1,29.25,Night
57,13678247,22:15:21,1,30.0,Night
58,13678192,22:43:21,1,28.0,Night
59,13678234,23:17:21,1,34.0,Night
60,13678196,23:49:35,1,32.233333333333334,Night
61,13678246,24:18:35,1,29.0,Night
62,13678249,24:56:35,1,38.0,Night
