,trip_id,arrival_time,time_diff,cluster,minutes_past_midnight
0,13678149, 6:10:58,0.0,4,370.96666666666664
1,13678150, 6:30:58,20.0,4,390.96666666666664
2,13678151, 6:50:58,20.0,4,410.96666666666664
3,13678152, 7:10:58,20.0,4,430.96666666666664
4,13678153, 7:30:58,20.0,4,450.96666666666664
5,13678154, 7:51:49,20.85,4,471.81666666666666
6,13678163, 8:02:39,10.833333333333334,4,482.65
7,13678155, 8:12:39,10.0,4,492.65
8,13678164, 8:22:39,10.0,4,502.65
9,13678156, 8:32:39,10.0,0,512.65
10,13678165, 8:42:39,10.0,0,522.65
11,13678157, 8:52:39,10.0,0,532.65
12,13678166, 9:00:58,8.316666666666666,0,540.9666666666667
13,13678158, 9:10:58,10.0,0,550.9666666666667
14,13678167, 9:20:58,10.0,0,560.9666666666667
15,13678159, 9:30:58,10.0,0,570.9666666666667
16,13678168, 9:40:07,9.15,0,580.1166666666667
17,13678160, 9:50:07,10.0,0,590.1166666666667
18,13678169,10:00:07,10.0,0,600.1166666666667
19,13678134,10:10:07,10.0,0,610.1166666666667
20,13678135,10:30:07,20.0,0,630.1166666666667
21,13678136,10:50:07,20.0,0,650.1166666666667
22,13678137,11:10:07,20.0,2,670.1166666666667
23,13678138,11:30:07,20.0,2,690.1166666666667
24,13678139,11:50:07,20.0,2,710.1166666666667
25,13678140,12:10:07,20.0,2,730.1166666666667
26,13678141,12:30:07,20.0,2,750.1166666666667
27,13678142,12:50:07,20.0,2,770.1166666666667
28,13678143,13:10:07,20.0,2,790.1166666666667
29,13678144,13:30:07,20.0,2,810.1166666666667
30,13678145,13:50:07,20.0,2,830.1166666666667
31,13678146,14:10:07,20.0,1,850.1166666666667
32,13678188,14:23:07,13.0,1,863.1166666666667
33,13678147,14:36:58,13.85,1,876.9666666666667
34,13678148,14:49:58,13.0,1,889.9666666666667
35,13678170,15:02:07,12.15,1,902.1166666666667
36,13678171,15:15:07,13.0,1,915.1166666666667
37,13678172,15:28:07,13.0,1,928.1166666666667
38,13678173,15:40:07,12.0,1,940.1166666666667
39,13678174,15:52:07,12.0,1,952.1166666666667
40,13678175,16:04:07,12.0,1,964.1166666666667
41,13678176,16:16:07,12.0,1,976.1166666666667
42,13678177,16:28:07,12.0,1,988.1166666666667
43,13678178,16:40:07,12.0,1,1000.1166666666667
44,13678179,16:52:07,12.0,3,1012.1166666666667
45,13678180,17:04:07,12.0,3,1024.1166666666666
46,13678181,17:16:07,12.0,3,1036.1166666666666
47,13678182,17:28:07,12.0,3,1048.1166666666666
48,13678183,17:39:15,11.133333333333333,3,1059.25
49,13678184,17:51:15,12.0,3,1071.25
50,13678185,18:03:15,12.0,3,1083.25
51,13678186,18:15:15,12.0,3,1095.25
52,13678187,18:27:15,12.0,3,1107.25
53,13678161,18:49:15,22.0,3,1129.25
54,13678162,19:29:15,40.0,3,1169.25
