,trip_id,arrival_time,time_diff,cluster,minutes_past_midnight
0,13678342, 6:33:51,0.0,2,393.85
1,13678346, 7:35:44,61.88333333333333,2,455.73333333333335
2,13678344, 8:40:35,64.85,2,520.5833333333334
3,13678329, 9:44:35,64.0,2,584.5833333333334
4,13678356,10:15:35,31.0,2,615.5833333333334
5,13678325,10:43:27,27.866666666666667,2,643.45
6,13678352,11:14:27,31.0,2,674.45
7,13678319,11:44:27,30.0,0,704.45
8,13678340,12:16:27,32.0,0,736.45
9,13678351,12:36:27,20.0,0,756.45
10,13678357,12:58:12,21.75,0,778.2
11,13678330,13:18:12,20.0,0,798.2
12,13678349,13:38:12,20.0,0,818.2
13,13678358,13:58:12,20.0,0,838.2
14,13678345,14:22:12,24.0,0,862.2
15,13678354,14:38:12,16.0,0,878.2
16,13678324,14:59:12,21.0,0,899.2
17,13678359,15:19:12,20.0,0,919.2
18,13678353,15:39:12,20.0,0,939.2
19,13678323,15:59:21,20.15,3,959.35
20,13678331,16:19:21,20.0,3,979.35
21,13678341,16:39:21,20.0,3,999.35
22,13678322,16:59:21,20.0,3,1019.35
23,13678338,17:22:21,23.0,3,1042.35
24,13678343,17:39:21,17.0,3,1059.35
25,13678321,17:59:21,20.0,3,1079.35
26,13678327,18:18:21,19.0,3,1098.35
27,13678328,18:38:21,20.0,3,1118.35
28,13678320,18:58:21,20.0,3,1138.35
29,13678350,19:20:21,22.0,3,1160.35
30,13678336,19:50:21,30.0,3,1190.35
31,13678347,20:20:21,30.0,1,1220.35
32,13678339,20:46:27,26.1,1,1246.45
33,13678333,21:16:27,30.0,1,1276.45
34,13678326,21:46:27,30.0,1,1306.45
35,13678355,22:16:27,30.0,1,1336.45
36,13678337,22:45:27,29.0,1,1365.45
37,13678348,23:14:27,29.0,1,1394.45
38,13678332,23:44:27,30.0,1,1424.45
39,13678334,24:19:27,35.0,4,19.45
40,13678335,24:59:27,40.0,4,59.45
