,trip_id,arrival_time,time_diff,cluster,minutes_past_midnight
0,13717227, 5:13:11,0.0,0,313.18333333333334
1,13717188, 5:42:11,29.0,0,342.18333333333334
2,13717182, 6:13:04,30.883333333333333,0,373.06666666666666
3,13717187, 6:25:11,12.116666666666667,0,385.18333333333334
4,13717149, 6:40:57,15.766666666666667,0,400.95
5,13717255, 6:47:01,6.066666666666666,0,407.01666666666665
6,13717256, 6:55:01,8.0,0,415.01666666666665
7,13717230, 6:58:57,3.933333333333333,0,418.95
8,13717259, 7:07:01,8.066666666666666,0,427.01666666666665
9,13717150, 7:13:51,6.833333333333333,0,433.85
10,13717275, 7:19:55,6.066666666666666,0,439.9166666666667
11,13717251, 7:26:51,6.933333333333334,0,446.85
12,13717260, 7:29:55,3.066666666666667,0,449.9166666666667
13,13717229, 7:36:51,6.933333333333334,0,456.85
14,13717261, 7:43:44,6.883333333333334,0,463.73333333333335
15,13717145, 7:49:34,5.833333333333333,0,469.56666666666666
16,13721532, 7:52:44,3.1666666666666665,0,472.73333333333335
17,13717148, 7:57:34,4.833333333333333,0,477.56666666666666
18,13717146, 8:03:34,6.0,0,483.56666666666666
19,13717242, 8:10:34,7.0,0,490.56666666666666
20,13717217, 8:17:34,7.0,0,497.56666666666666
21,13717243, 8:22:34,5.0,0,502.56666666666666
22,13717241, 8:28:34,6.0,0,508.56666666666666
23,13717238, 8:35:34,7.0,0,515.5666666666667
24,13717273, 8:41:34,6.0,0,521.5666666666667
25,13717195, 8:48:34,7.0,0,528.5666666666667
26,13717257, 8:56:34,8.0,0,536.5666666666667
27,13717271, 9:03:34,7.0,0,543.5666666666667
28,13717175, 9:06:34,3.0,0,546.5666666666667
29,13717239, 9:12:34,6.0,0,552.5666666666667
30,13717244, 9:19:28,6.9,0,559.4666666666667
31,13717194, 9:26:28,7.0,0,566.4666666666667
32,13717196, 9:31:34,5.1,0,571.5666666666667
33,13717234, 9:37:34,6.0,0,577.5666666666667
34,13717178, 9:44:34,7.0,0,584.5666666666667
35,13717274, 9:50:34,6.0,0,590.5666666666667
36,13717272, 9:58:34,8.0,0,598.5666666666667
37,13717235,10:06:34,8.0,0,606.5666666666667
38,13717281,10:11:34,5.0,0,611.5666666666667
39,13717258,10:17:34,6.0,0,617.5666666666667
40,13717158,10:24:34,7.0,0,624.5666666666667
41,13717157,10:31:34,7.0,0,631.5666666666667
42,13717280,10:37:34,6.0,0,637.5666666666667
43,13717183,10:47:34,10.0,2,647.5666666666667
44,13717215,10:59:34,12.0,2,659.5666666666667
45,13717282,11:08:34,9.0,2,668.5666666666667
46,13717245,11:19:34,11.0,2,679.5666666666667
47,13717246,11:29:34,10.0,2,689.5666666666667
48,13717252,11:43:34,14.0,2,703.5666666666667
49,13717213,11:56:28,12.9,2,716.4666666666667
50,13717212,12:08:28,12.0,2,728.4666666666667
51,13717211,12:23:28,15.0,2,743.4666666666667
52,13717277,12:36:28,13.0,2,756.4666666666667
53,13717231,12:50:28,14.0,2,770.4666666666667
54,13717186,13:02:28,12.0,2,782.4666666666667
55,13717253,13:14:28,12.0,2,794.4666666666667
56,13717210,13:25:28,11.0,2,805.4666666666667
57,13717209,13:37:28,12.0,2,817.4666666666667
58,13721534,13:45:44,8.266666666666667,2,825.7333333333333
59,13717226,13:49:28,3.7333333333333334,2,829.4666666666667
60,13717225,14:01:28,12.0,2,841.4666666666667
61,13717208,14:12:28,11.0,2,852.4666666666667
62,13717224,14:26:22,13.9,2,866.3666666666667
63,13717207,14:39:22,13.0,2,879.3666666666667
64,13717206,14:51:22,12.0,2,891.3666666666667
65,13717205,15:03:22,12.0,2,903.3666666666667
66,13717223,15:15:22,12.0,4,915.3666666666667
67,13721535,15:23:33,8.183333333333334,4,923.55
68,13717204,15:25:16,1.7166666666666666,4,925.2666666666667
69,13717222,15:35:16,10.0,4,935.2666666666667
70,13717203,15:45:16,10.0,4,945.2666666666667
71,13717254,15:51:58,6.7,4,951.9666666666667
72,13717202,15:59:58,8.0,4,959.9666666666667
73,13717168,16:07:58,8.0,4,967.9666666666667
74,13717201,16:14:58,7.0,4,974.9666666666667
75,13717247,16:22:58,8.0,4,982.9666666666667
76,13717167,16:29:58,7.0,4,989.9666666666667
77,13717200,16:35:58,6.0,4,995.9666666666667
78,13717166,16:41:58,6.0,4,1001.9666666666667
79,13717248,16:48:55,6.95,4,1008.9166666666666
80,13717165,16:54:55,6.0,4,1014.9166666666666
81,13717173,17:00:55,6.0,4,1020.9166666666666
82,13717228,17:08:49,7.9,4,1028.8166666666666
83,13717193,17:13:49,5.0,4,1033.8166666666666
84,13717164,17:20:49,7.0,4,1040.8166666666666
85,13717172,17:26:49,6.0,4,1046.8166666666666
86,13717163,17:33:49,7.0,4,1053.8166666666666
87,13717171,17:39:53,6.066666666666666,4,1059.8833333333334
88,13717249,17:46:53,7.0,4,1066.8833333333334
89,13717192,17:50:55,4.033333333333333,4,1070.9166666666667
90,13717162,17:56:55,6.0,4,1076.9166666666667
91,13717240,18:02:55,6.0,4,1082.9166666666667
92,13717191,18:09:55,7.0,4,1089.9166666666667
93,13717250,18:16:55,7.0,4,1096.9166666666667
94,13717161,18:23:58,7.05,4,1103.9666666666667
95,13717170,18:30:58,7.0,4,1110.9666666666667
96,13717160,18:39:58,9.0,4,1119.9666666666667
97,13717169,18:45:58,6.0,4,1125.9666666666667
98,13717190,18:53:28,7.5,4,1133.4666666666667
99,13717159,18:58:28,5.0,4,1138.4666666666667
100,13717174,19:09:28,11.0,4,1149.4666666666667
101,13717233,19:18:34,9.1,4,1158.5666666666666
102,13717216,19:28:34,10.0,4,1168.5666666666666
103,13717189,19:43:34,15.0,1,1183.5666666666666
104,13717177,19:50:40,7.1,1,1190.6666666666667
105,13717185,20:10:40,20.0,1,1210.6666666666667
106,13717147,20:26:40,16.0,1,1226.6666666666667
107,13717278,20:40:40,14.0,1,1240.6666666666667
108,13717199,20:54:46,14.1,1,1254.7666666666667
109,13717176,21:09:46,15.0,1,1269.7666666666667
110,13717179,21:24:46,15.0,1,1284.7666666666667
111,13717237,21:39:46,15.0,1,1299.7666666666667
112,13717198,21:53:51,14.083333333333334,1,1313.85
113,13717221,22:08:51,15.0,1,1328.85
114,13717232,22:23:51,15.0,1,1343.85
115,13717220,22:38:51,15.0,1,1358.85
116,13717156,22:51:57,13.1,1,1371.95
117,13717197,23:06:57,15.0,1,1386.95
118,13717219,23:21:57,15.0,1,1401.95
119,13717155,23:35:57,14.0,1,1415.95
120,13717218,23:48:04,12.116666666666667,1,1428.0666666666666
121,13717184,24:03:04,15.0,3,3.066666666666667
